fio version 2 iolog
/mnt/ms111/group2/ssd/test_file write 1478656 4096
/mnt/ms111/group2/ssd/test_file write 1482752 4096
/mnt/ms111/group2/ssd/test_file write 1486848 4096
/mnt/ms111/group2/ssd/test_file write 1490944 4096
/mnt/ms111/group2/ssd/test_file write 1495040 4096
/mnt/ms111/group2/ssd/test_file write 1499136 4096
/mnt/ms111/group2/ssd/test_file write 1503232 4096
/mnt/ms111/group2/ssd/test_file write 1507328 4096
/mnt/ms111/group2/ssd/test_file write 1511424 4096
/mnt/ms111/group2/ssd/test_file write 1515520 4096
/mnt/ms111/group2/ssd/test_file write 1519616 4096
/mnt/ms111/group2/ssd/test_file write 1523712 4096
/mnt/ms111/group2/ssd/test_file write 1527808 4096
/mnt/ms111/group2/ssd/test_file write 1531904 4096
/mnt/ms111/group2/ssd/test_file write 1536000 4096
/mnt/ms111/group2/ssd/test_file write 1540096 4096
/mnt/ms111/group2/ssd/test_file write 1544192 4096
/mnt/ms111/group2/ssd/test_file write 1548288 4096
/mnt/ms111/group2/ssd/test_file write 1552384 4096
/mnt/ms111/group2/ssd/test_file write 1556480 4096
/mnt/ms111/group2/ssd/test_file write 1560576 4096
/mnt/ms111/group2/ssd/test_file write 1564672 4096
/mnt/ms111/group2/ssd/test_file write 1568768 4096
/mnt/ms111/group2/ssd/test_file write 1572864 4096
/mnt/ms111/group2/ssd/test_file write 1576960 4096
/mnt/ms111/group2/ssd/test_file write 1581056 4096
/mnt/ms111/group2/ssd/test_file write 1585152 4096
/mnt/ms111/group2/ssd/test_file write 1589248 4096
/mnt/ms111/group2/ssd/test_file write 1593344 4096
/mnt/ms111/group2/ssd/test_file write 1597440 4096
/mnt/ms111/group2/ssd/test_file write 1601536 4096
/mnt/ms111/group2/ssd/test_file write 1605632 4096
/mnt/ms111/group2/ssd/test_file write 1609728 4096
/mnt/ms111/group2/ssd/test_file write 1613824 4096
/mnt/ms111/group2/ssd/test_file write 1617920 4096
/mnt/ms111/group2/ssd/test_file write 1622016 4096
/mnt/ms111/group2/ssd/test_file write 1626112 4096
/mnt/ms111/group2/ssd/test_file write 1630208 4096
/mnt/ms111/group2/ssd/test_file write 1634304 4096
/mnt/ms111/group2/ssd/test_file write 1638400 4096
/mnt/ms111/group2/ssd/test_file write 1642496 4096
/mnt/ms111/group2/ssd/test_file write 1646592 4096
/mnt/ms111/group2/ssd/test_file write 1650688 4096
/mnt/ms111/group2/ssd/test_file write 1654784 4096
/mnt/ms111/group2/ssd/test_file write 1658880 4096
/mnt/ms111/group2/ssd/test_file write 1662976 4096
/mnt/ms111/group2/ssd/test_file write 1667072 4096
/mnt/ms111/group2/ssd/test_file write 1671168 4096
/mnt/ms111/group2/ssd/test_file write 1675264 4096
/mnt/ms111/group2/ssd/test_file write 1679360 4096
/mnt/ms111/group2/ssd/test_file write 1683456 4096
/mnt/ms111/group2/ssd/test_file write 1687552 4096
/mnt/ms111/group2/ssd/test_file write 1691648 4096
/mnt/ms111/group2/ssd/test_file write 1695744 4096
/mnt/ms111/group2/ssd/test_file write 1699840 4096
/mnt/ms111/group2/ssd/test_file write 1703936 4096
/mnt/ms111/group2/ssd/test_file write 1708032 4096
/mnt/ms111/group2/ssd/test_file write 1712128 4096
/mnt/ms111/group2/ssd/test_file write 1716224 4096
/mnt/ms111/group2/ssd/test_file write 1720320 4096
/mnt/ms111/group2/ssd/test_file write 1724416 4096
/mnt/ms111/group2/ssd/test_file write 1728512 4096
/mnt/ms111/group2/ssd/test_file write 1732608 4096
/mnt/ms111/group2/ssd/test_file write 1736704 4096
/mnt/ms111/group2/ssd/test_file write 1740800 4096
/mnt/ms111/group2/ssd/test_file write 1744896 4096
/mnt/ms111/group2/ssd/test_file write 1748992 4096
/mnt/ms111/group2/ssd/test_file write 1753088 4096
/mnt/ms111/group2/ssd/test_file write 1757184 4096
/mnt/ms111/group2/ssd/test_file write 1761280 4096
/mnt/ms111/group2/ssd/test_file write 1765376 4096
/mnt/ms111/group2/ssd/test_file write 1769472 4096
/mnt/ms111/group2/ssd/test_file write 1773568 4096
/mnt/ms111/group2/ssd/test_file write 1777664 4096
/mnt/ms111/group2/ssd/test_file write 1781760 4096
/mnt/ms111/group2/ssd/test_file write 1785856 4096
/mnt/ms111/group2/ssd/test_file write 1789952 4096
/mnt/ms111/group2/ssd/test_file write 1794048 4096
/mnt/ms111/group2/ssd/test_file write 1798144 4096
/mnt/ms111/group2/ssd/test_file write 1802240 4096
/mnt/ms111/group2/ssd/test_file write 1806336 4096
/mnt/ms111/group2/ssd/test_file write 1810432 4096
/mnt/ms111/group2/ssd/test_file write 1814528 4096
/mnt/ms111/group2/ssd/test_file write 1818624 4096
/mnt/ms111/group2/ssd/test_file write 1822720 4096
/mnt/ms111/group2/ssd/test_file write 1826816 4096
/mnt/ms111/group2/ssd/test_file write 1830912 4096
/mnt/ms111/group2/ssd/test_file write 1835008 4096
/mnt/ms111/group2/ssd/test_file write 1839104 4096
/mnt/ms111/group2/ssd/test_file write 1843200 4096
/mnt/ms111/group2/ssd/test_file write 1847296 4096
/mnt/ms111/group2/ssd/test_file write 1851392 4096
/mnt/ms111/group2/ssd/test_file write 1855488 4096
/mnt/ms111/group2/ssd/test_file write 1859584 4096
/mnt/ms111/group2/ssd/test_file write 1863680 4096
/mnt/ms111/group2/ssd/test_file write 1867776 4096
/mnt/ms111/group2/ssd/test_file write 1871872 4096
/mnt/ms111/group2/ssd/test_file write 1875968 4096
/mnt/ms111/group2/ssd/test_file write 1880064 4096
/mnt/ms111/group2/ssd/test_file write 1884160 4096
/mnt/ms111/group2/ssd/test_file write 1888256 4096
/mnt/ms111/group2/ssd/test_file write 1892352 4096
/mnt/ms111/group2/ssd/test_file write 1896448 4096
/mnt/ms111/group2/ssd/test_file write 1900544 4096
/mnt/ms111/group2/ssd/test_file write 1904640 4096
/mnt/ms111/group2/ssd/test_file write 1908736 4096
/mnt/ms111/group2/ssd/test_file write 1912832 4096
/mnt/ms111/group2/ssd/test_file write 1916928 4096
/mnt/ms111/group2/ssd/test_file write 1921024 4096
/mnt/ms111/group2/ssd/test_file write 1925120 4096
/mnt/ms111/group2/ssd/test_file write 1929216 4096
/mnt/ms111/group2/ssd/test_file write 1933312 4096
/mnt/ms111/group2/ssd/test_file write 1937408 4096
/mnt/ms111/group2/ssd/test_file write 1941504 4096
/mnt/ms111/group2/ssd/test_file write 1945600 4096
/mnt/ms111/group2/ssd/test_file write 1949696 4096
/mnt/ms111/group2/ssd/test_file write 1953792 4096
/mnt/ms111/group2/ssd/test_file write 1957888 4096
/mnt/ms111/group2/ssd/test_file write 1961984 4096
/mnt/ms111/group2/ssd/test_file write 1966080 4096
/mnt/ms111/group2/ssd/test_file write 1970176 4096
/mnt/ms111/group2/ssd/test_file write 1974272 4096
/mnt/ms111/group2/ssd/test_file write 1978368 4096
/mnt/ms111/group2/ssd/test_file write 1982464 4096
/mnt/ms111/group2/ssd/test_file write 1986560 4096
/mnt/ms111/group2/ssd/test_file write 1990656 4096
/mnt/ms111/group2/ssd/test_file write 1994752 4096
/mnt/ms111/group2/ssd/test_file write 1998848 4096
/mnt/ms111/group2/ssd/test_file write 2002944 4096
/mnt/ms111/group2/ssd/test_file write 2007040 4096
/mnt/ms111/group2/ssd/test_file write 2011136 4096
/mnt/ms111/group2/ssd/test_file write 2015232 4096
/mnt/ms111/group2/ssd/test_file write 2019328 4096
/mnt/ms111/group2/ssd/test_file write 2023424 4096
/mnt/ms111/group2/ssd/test_file write 2027520 4096
/mnt/ms111/group2/ssd/test_file write 2031616 4096
/mnt/ms111/group2/ssd/test_file write 2035712 4096
/mnt/ms111/group2/ssd/test_file write 2039808 4096
/mnt/ms111/group2/ssd/test_file write 2043904 4096
/mnt/ms111/group2/ssd/test_file write 2048000 4096
/mnt/ms111/group2/ssd/test_file write 2052096 4096
/mnt/ms111/group2/ssd/test_file write 2056192 4096
/mnt/ms111/group2/ssd/test_file write 2060288 4096
/mnt/ms111/group2/ssd/test_file write 2064384 4096
